Name,Location,Category,Bio URL,Latitude,Longitude
Dawn Cooper,United States of America,Security Builder since 2022,https://github.com/lisushka,39.7837304,-100.445882
Dean Armada,"Manila, Philippines",Security Builder since 2023,https://www.youtube.com/styxshow,14.5904492,120.9803621
Debarshi Mondal,"Kolkata, India",Dev Tools Builder since 2021,https://www.linkedin.com/in/debarshi-mondal-developer,22.5726459,88.3638953
Debbie Griffin,"Abergavenny, United Kingdom",Cloud Operations Builder since 2022,https://www.linkedin.com/in/debbie-griffin-gcs,51.8213212,-3.0147935
Debjeet Bhowmick,"Kolkata, India",Networking & Content Delivery Builder since 2021,https://cloudaffaire.com/,22.5726459,88.3638953
Deepak Bhandari,"Uttarakhand, India",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/deepakbhandari22,30.0417376,79.089691
Deepak Rai,"Mumbai, India",Storage Builder since 2021,https://aws.amazon.com/developer/community/community-builders,19.054999,72.8692035
Deepak Sharma,"Nuremberg, Germany",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/ideepaksharma/,49.453872,11.077298
Delia Ayoko,"Bamenda, Cameroon",Machine Learning Builder since 2022,https://twitter.com/delia_ayoko,5.9614117,10.1516505
Deniz Yilmaz,"London, United Kingdom",Network Content & Delivery Builder since 2024,https://digitalden.cloud/,51.4893335,-0.1440551
Deny Julianto,"Jember, Indonesia",Cloud Operations Builder since 2022,https://www.linkedin.com/in/deny-julianto-584328b5/,-8.1688563,113.7021772
Denys Carolina Velasquez Centella,Panama,Game Tech Builder since 2022,https://www.linkedin.com/in/denys-carolina-vel%C3%A1squez-centella-1513b824/,8.559559,-81.1308434
Denzel Gustave,"Gros Islet, Saint Lucia",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/denzel-gustave-986233214/,13.9090438,-60.9779241
Derek Hutson,"Denver, USA",Data Builder since 2023,https://www.linkedin.com/in/derekhutson/,39.7392364,-104.984862
Derek Morgan,"Chicago, USA",Dev Tools Builder since 2023,https://morethancertified.com,41.8755616,-87.6244212
Deserie Murembeni,Zimbabwe,Containers Builder since 2022,https://deserie.netlify.app/,-18.4554963,29.7468414
Desh Deepak Dhobi,"Kohalpur-14, Banke, Nepal",Dev Tools Builder since 2022,https://www.linkedin.com/in/desh-deepak-dhobi-384917169/,28.1435051,81.6684428
Destiny Erhabor,Nigeria,Front-End Web & Mobile Builder since 2023,https://www.linkedin.com/in/destiny-erhabor,9.6000359,7.9999721
Developer Steve Coochin,"Clermont, QLD, Australia",Containers Builder since 2023,https://developersteve.com,-22.8390195,147.1552217
Devi Karuppiah,USA,Front-End Web & Mobile Builder since 2024,https://www.linkedin.com/in/devikaruppiah/,39.7837304,-100.445882
DevonPatrick Adkins,"Durban, South Africa",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/devonpatrick-adkins-%E2%98%81-1068781a3/,-29.861825,31.009909
Dewi Oktaviani,"Surabaya, Indonesia",Data Builder since 2023,https://www.linkedin.com/in/dewi-nurfitri-oktaviani-6b450b22/,-7.2459717,112.7378266
Dharani Sowndharya,"Bangalore, India",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/dharani-sowndharya/,12.9881567,77.6226
Dharmendra Negi,"Rudraprayag, India",Serverless Builder since 2021,https://www.linkedin.com/in/dharmendra-negi,30.4915835,79.0366067
Dhruv Aggarwal,"Delhi, India",Machine Learning Builder since 2021,https://www.linkedin.com/in/dhruv-a-305713173,28.6273928,77.1716954
Diana Carolina Alfaro Bazán,"Lima, Peru",Dev Tools Builder since 2023,https://www.linkedin.com/in/dianaalfarobazan/,-11.967575,-77.0113689
Dibya Darshan Khanal,"Kathmandu, Nepal",Containers Builder since 2023,https://www.linkedin.com/in/dibya-darshan-khanal,27.708317,85.3205817
Dickson Ng,Hong Kong,Machine Learning Builder since 2023,https://www.linkedin.com/in/tiksangng/,22.350627,114.1849161
Dickson Victor,Nigeria,Dev Tools Builder since 2022,https://www.linkedin.com/in/dickson-victor,9.6000359,7.9999721
Diego Lopes,"Curitiba, Brazil",Cloud Operations Builder since 2021,https://lopesdiego12.github.io/portfolio/,-25.4295963,-49.2712724
Diego Martinez Castañeda,"Sevilla, Spain",Network Content & Delivery Builder since 2024,https://n1mh.me,37.3886303,-5.9953403
Digambar Nandrekar,"Sangli, INDIA",Containers Builder since 2023,https://www.linkedin.com/in/digambar-nandrekar/,17.1726928,74.5867654
Dimitrios Tosidis,"Komotini, Greece",Machine Learning Builder since 2021,https://www.youtube.com/c/@DimitriosTosidis,41.1182,25.4035708
Dimple Vaghela,"Ahmedabad, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/dimple-vaghela-ba45447b,23.0215374,72.5800568
Dinush Chathurya,"Colombo, Sri Lanka",Front-End Web & Mobile Builder since 2021,https://dinushchathurya.github.io/,6.9388614,79.8542005
Dinusha Marathunga,Singapore,Containers Builder since 2023,https://www.linkedin.com/in/dinusha-marathunga,1.357107,103.8194992
Dipak Prasad Poudel,"Kathmandu, Nepal",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/poudeld/,27.708317,85.3205817
Dipander Goyal,"Amsterdam, Netherlands",Cloud Operations Builder since 2023,https://www.linkedin.com/in/dipandergoyal,52.3730796,4.8924534
Dipayan Das,"San Jose, USA",Data Builder since 2021,https://www.linkedin.com/in/dipayan-das-b8bb3956/,37.3361663,-121.890591
Divine Odazie,Nigeria,Containers Builder since 2022,https://linkedin.com/in/divine-odazie,9.6000359,7.9999721
Divya Goswami,India,Security Builder since 2022,https://rachejazz.me,22.3511148,78.6677428
Divyam Sharma,USA,Cloud Operations Builder since 2022,https://www.linkedin.com/in/divyam-sharma0501/,39.7837304,-100.445882
Divyanshu Sharma,"Shimla, India",Containers Builder since 2022,https://www.linkedin.com/in/divyanshusharmaa/,31.1041526,77.1709729
Divyanshu Shukla,"Bangalore, India",Security Builder since 2023,https://github.com/justmorpheus/,12.9881567,77.6226
Dixit R Jain,"Bengaluru, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/dixitrathod16/,12.9881567,77.6226
Dmitrii Vasilev,"Moscow, Russia",Front-End Web & Mobile Builder since 2020,https://www.jscamp.app,55.625578,37.6063916
Dmytro Hlotenko,"Vienna, Austria",Cloud Operations Builder since 2024,https://www.linkedin.com/in/dmytro-hlotenko-7aa348151/,48.2083537,16.3725042
Dora B.,"Tunis, Tunisia",Serverless Builder since 2021,https://www.linkedin.com/in/dora-b-667004216,36.8002068,10.1857757
Dorra B. Boukari,"Tunis, Tunisia",Cloud Operations Builder since 2021,https://www.linkedin.com/in/dora-b-667004216/,36.8002068,10.1857757
Douglas Picolotto,Brazil,Containers Builder since 2022,https://www.linkedin.com/in/douglaspicolotto/,-10.3333333,-53.2
Dr. Anthony Lai,Hong Kong,Security Builder since 2023,https://www.vxrl.hk,22.350627,114.1849161
Dr. Phemelo Tamasiga,"Gaborone, Botswana",Data Builder since 2022,https://phemelotamasiga.wixsite.com/website/,-24.6581357,25.9088474
Drishti Jain,USA,Data Builder since 2022,https://www.linkedin.com/in/jaindrishti,39.7837304,-100.445882
Duleendra Warakagoda,Singapore,Serverless Builder since 2022,https://duleendra.medium.com/,1.357107,103.8194992
Durgadas Kamath,"Goa, India",Serverless Builder since 2023,https://youtube.com/@durgadaskamath,15.3004543,74.0855134
Durgaprasad Budhwani,Australia,Serverless Builder since 2024,https://www.linkedin.com/in/durgaprasad-budhwani/,-24.7761086,134.755
Dushyant Singh,"Noida, India",Machine Learning Builder since 2021,https://www.linkedIn.com/in/dushyantsingh-ds,28.5706333,77.3272147
Dustin Whited,"Iowa, USA",Security Builder since 2022,https://www.linkedin.com/in/dustinwhited,41.9216734,-93.3122705
Dwayne Natwick,"Detroit, USA",Security Builder since 2022,https://linkedin.com/in/dnatwick,42.3315509,-83.0466403
Dwi  Fahni Denni,"Jakarta, Indonesia",Containers Builder since 2021,https://id.linkedin.com/in/dfdenni,-6.1817,106.8207194
Dwight McDonald,"Providence, USA",Cloud Operations Builder since 2020,https://www.linkedin.com/in/dwighmcd/,41.8239891,-71.4128343
Dylan Hunt,"Taipei, Taiwan",Game Tech Builder since 2020,https://www.linkedin.com/in/dylanhuntdev,25.0375198,121.5636796
Dzhuneyt Ahmed,"Varna, Bulgaria",Serverless Builder since 2022,https://dzhuneyt.com,43.2052135,27.8602025
Dzulkiflee Taib,"London, United Kingdom",Machine Learning Builder since 2020,https://bit.ly/metagineers,51.4893335,-0.1440551
Ebelechukwu Ndubuka,"Lagos, Nigeria",Data Builder since 2022,https://www.linkedin.com/in/ndubuka-oliveth/,6.4550575,3.3941795
Ebenezer Boampong,"Accra, Ghana",Cloud Operations Builder since 2023,linkedin.com/in/ebenezer-boampong-53aa9514b,5.5571096,-0.2012376
Ed Legaspi,Philippines,Serverless Builder since 2022,https://www.linkedin.com/in/czetsuya,12.7503486,122.7312101
Ed Reinoso,"Amsterdam, Netherlands",Serverless Builder since 2021,https://edgardoreinoso.com,52.3730796,4.8924534
Eddie Kwok,Hong Kong,Cloud Operations Builder since 2023,https://www.linkedin.com/in/eddiekwok888/,22.350627,114.1849161
Eddy Rodriguez,"Lima, Perú",Cloud Operations Builder since 2022,https://www.linkedin.com/in/eddyrodriguezulloa/,-11.9043259,-76.9457573
Edson Ferreira,"Fortaleza, Brazil",Containers Builder since 2022,https://www.linkedin.com/in/edsoncelio/,-3.7304512,-38.5217989
Edson Marques,"Contagem, Brazil",Cloud Operations Builder since 2023,https://www.linkedin.com/in/edsonmarquesio/,-19.9132749,-44.0840953
Eduardo Rabelo,"Auckland, New Zealand",Dev Tools Builder since 2023,https://www.linkedin.com/in/oieduardorabelo/,-36.852095,174.7631803
Edward Allen Mercado,"Macabebe, Philippines",Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/edwardallenmercado-677b69139/,14.9081836,120.7149803
Edward Legaspi,"Los Banos, Laguna, Philippines",Serverless Builder since 2022,https://www.linkedin.com/in/czetsuya,14.1775648,121.2214303
Edwin Nikoi,"Accra, Ghana",Cloud Operations Builder since 2021,https://www.linkedin.com/in/edwin-nikoi-9404b314/,5.5571096,-0.2012376
Egor Dmitriev,"Utrecht, The Netherlands",Data Builder since 2024,https://egordmitriev.dev/,52.0907006,5.1215634
Ehi Enabs,"Lagos, Nigeria",Containers Builder since 2022,https://www.polywork.com/ehienabs,6.4550575,3.3941795
Ehi Enabulele,"Lagos, Nigeria",Containers Builder since 2022,https://www.polywork.com/ehienabs,6.4550575,3.3941795
Ehimwenman Owodey Edemakhiota,"Benin City, Nigeria",Containers Builder since 2021,https://linktr.ee/ehizman,6.3330586,5.6221058
Eka Ponkratova,Russia,Data Builder since 2021,https://www.linkedin.com/in/eponkratova/,64.6863136,97.7453061
Ekundayo Odeyemi,"Lagos, Nigeria",Networking & Content Delivery Builder since 2020,https://www.linkedin.com/in/dayoodeyemi/,6.4550575,3.3941795
Eliana Perez,Colombia,Serverless Builder since 2022,https://www.linkedin.com/in/eliana-perez-53a929226/,4.099917,-72.9088133
Elias Brange,Sweden,Serverless Builder since 2022,https://eliasbrange.dev,59.6749712,14.5208584
Elif Apaydın,"Istanbul, Turkey",Serverless Builder since 2022,https://github.com/elif-apaydin/,41.006381,28.9758715
Elizabeth Adeotun Adegbaju,Nigeria,Dev Tools Builder since 2024,https://www.linkedin.com/in/elizabethadegbaju/,9.6000359,7.9999721
Elizabeth Samwel Swai,"Dar es salaam, Tanzania",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/elizabeth-samwel,-6.8054237,39.2217914
Elizabeth Sims,USA,Security Builder since 2023,https://www.linkedin.com/in/elizabeth-sims/,39.7837304,-100.445882
Ellery Addington-White,"San Diego, USA",Serverless Builder since 2023,https://www.linkedin.com/in/elleryaw/,32.7174202,-117.162772
Elman Badalov,"Istanbul, Turkey",Containers Builder since 2023,https://www.linkedin.com/in/elman-badalov-284504150/,41.006381,28.9758715
Elsayed Abdelhady,Egypt,Storage Builder since 2022,https://www.linkedin.com/in/elsayed-abdelhady-819697136/,26.2540493,29.2675469
Elvis Onate,Ecuador,Containers Builder since 2021,https://www.linkedin.com/in/elvis-onate/,-1.3397668,-79.3666965
Emma Moinat,"Lausanne, Switzerland",Serverless Builder since 2023,https://www.linkedin.com/in/emmamoinat/,46.5218269,6.6327025
Emmanuel Imonmion,"Lagos, Nigeria",Machine Learning Builder since 2022,https://ng.linkedin.com/in/imonemmanuel,6.4550575,3.3941795
Emmanuel Martins,"São Paulo, Brazil",Cloud Operations Builder since 2023,https://www.linkedin.com/in/emmanuel-martins-raimundo-98319122/,-23.5506507,-46.6333824
Emmanuel Mingle,"Accra, Ghana",Data Builder since 2024,https://linkedin.com/in/emmanuel-mingle,5.5571096,-0.2012376
Emmanuel Odenyire,"Nairobi, Kenya",Containers Builder since 2021,https://www.linkedin.com/in/emmanuelodenyire/,-1.3026148,36.828842
Emmanuel Oluwayemisi,Nigeria,Dev Tools Builder since 2022,https://www.linkedin.com/in/emmanuel-oluwayemisi/,9.6000359,7.9999721
Endah Bongo-Awah,Cameroon,Data Builder since 2023,https://www.linkedin.com/in/endah-bongo-awah/,4.6125522,13.1535811
Enes Cetinkaya,Latvia,Serverless Builder since 2022,https://enescetinkaya.net/,56.8406494,24.7537645
Engin Altay,Turkey,Containers Builder since 2022,https://www.linkedin.com/in/engin-altay/,39.294076,35.2316631
Engin Bozaba,"Istanbul, Turkey",Machine Learning Builder since 2022,https://www.linkedin.com/in/enginbozaba/,41.006381,28.9758715
Enis Gumustas,"Istanbul, Turkey",Machine Learning Builder since 2021,https://silverstone1903.github.io,41.006381,28.9758715
Enri Peters,"Zutphen, The Netherlands",Serverless Builder since 2023,https://www.linkedin.com/in/enripeters/,52.1396933,6.194772
Enrico La Sala,"Marsala, Italy",Serverless Builder since 2024,No URL,37.7979221,12.4342091
Ercan Ermis,"Izmir, Turkey",Networking & Content Delivery Builder since 2022,https://ercanermis.com,38.23166,27.02997
Erdenay Ateş,"Silivri, Turkey",Containers Builder since 2023,https://www.linkedin.com/in/erdenayates/,41.0742476,28.2481709
Eric Cabrel Tiogo,"Paris, France",Dev Tools Builder since 2023,https://blog.tericcabrel.com,48.8534951,2.3483915
Eric Chou,USA,Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/choueric/,39.7837304,-100.445882
Eric Ellenberg,USA,Security Builder since 2024,https://www.linkedin.com/in/ericellenberg/,39.7837304,-100.445882
Eric Johnson,"Des Moines, USA",Security Builder since 2022,https://pumasecurity.io,41.5868654,-93.6249494
Eric Ruan,"Taichung, Taiwan",Data Builder since 2023,https://www.linkedin.com/in/ycjuan,24.163162,120.6478282
Eric Villa,"Pavia, Italy",Security Builder since 2021,https://www.linkedin.com/in/eric-villa-61b2b613b/,45.0368546,9.1378251
Erik Steenman,"Apeldoorn, Netherlands",Serverless Builder since 2022,https://www.linkedin.com/in/lesteenman,52.1795738,5.9300775
Erika Vacacela,"Quito, Ecuador",Containers Builder since 2024,https://www.linkedin.com/in/evacacela,-0.2605617,-78.5495219
Ermanno Attardo,Switzerland,Graviton Arm Builder since 2022,https://www.ermannoattardo.com,46.7985624,8.2319736
Ernest Gibbs III,"Rock Hill, SC, USA",Cloud Operations Builder since 2023,https://www.linkedin.com/in/ernest-gibbs-iii/,34.9248667,-81.0250784
Ernest Osafo,"London, United Kingdom",Storage Builder since 2023,https://medium.com/@ernestosafo11,51.4893335,-0.1440551
Errol Hooper,"Atlanta, USA",Storage Builder since 2021,https://www.linkedin.com/in/errolhooper/,33.7489924,-84.3902644
Ervin Szilagyi,"Targu-Mures, Romania",Containers Builder since 2022,https://ervinszilagyi.dev,46.5446253,24.561196
Esau Reyes,"Mexico City, Mexico",Data Builder since 2023,https://www.linkedin.com/in/esau-reyes-aws-data-specialty/,19.3207722,-99.1514678
Eugenio Miguel Mendoza,United Kingdom,Security Builder since 2023,https://www.linkedin.com/in/e-miguel/,54.7023545,-3.2765753
Evan Haston,"Hartford, USA",Security Builder since 2023,https://medium.com/@ehaston,41.764582,-72.6908547
Evans Kiprotich,"Nairobi, Kenya",Data Builder since 2023,https://www.linkedin.com/in/evanskiprotich/,-1.3026148,36.828842
Evelyn Arias,"Querétaro, Mexico",Machine Learning Builder since 2022,https://www.instagram.com/evelyn.ariasv/?hl=en,20.8052225,-99.8837376
Evertson Croes,Aruba,Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/evertson-croes/,12.5013629,-69.9618475
Exequiel Barrirero,"Montevideo, Uruguay",Cloud Operations Builder since 2021,https://www.linkedin.com/in/barrireroexequiel/,-34.9052121,-56.2114261
Eyal Estrin,Israel,Security Builder since 2020,https://www.linkedin.com/in/eyalestrin,30.8124247,34.8594762
Fabian Alvarado,"Texcoco, México",Cloud Operations Builder since 2020,https://www.linkedin.com/in/ingfabianalvarado/,19.4755907,-98.8553964
Fabio Cozzolino,"Bari, Italy",Serverless Builder since 2023,https://www.fabiocozzolino.eu,41.1257843,16.8620293
Fabrice Yopa,"Paris, France",Containers Builder since 2023,https://www.linkedin.com/in/fabriceyopa/,48.8534951,2.3483915
Fabrizio Gattuso,"Berlin, Germany",Serverless Builder since 2022,https://www.linkedin.com/in/fabrizio-gattuso-273064a3/,52.510885,13.3989367
Fady Nabil,"Cairo, Egypt",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/fadynabilofficial,30.0443879,31.2357257
Fady Nagh,Egypt,Containers Builder since 2023,https://fadyio.com/,26.2540493,29.2675469
Fahd Mirza,"Sydney, Australia",Data Builder since 2020,https://www.fahdmirza.com,-33.8698439,151.2082848
Faisal Momoniat,United Kingdom,Machine Learning Builder since 2022,https://www.linkedin.com/in/faisalmomoniat,54.7023545,-3.2765753
Faith Enilama,"Lekki, Nigeria",Networking & Content Delivery Builder since 2021,https://faithenilama.com/,6.4711251,3.8147504
Faith Tosin Olapade,"Kraków, Poland",Containers Builder since 2021,https://it.linkedin.com/in/faithtosinolapade,50.0619474,19.9368564
Fanuel Nabiswa,"Nairobi, Kenya",Storage Builder since 2023,https://www.linkedin.com/in/fanuel-conrad-377944173/,-1.3026148,36.828842
Farmin Farzin,Canada,Serverless Builder since 2022,https://farmin.dev,61.0666922,-107.991707
Farouq Mousa,"Ramallah, Palestine",Dev Tools Builder since 2023,https://www.linkedin.com/in/farouqmousa/,31.9187932,35.2054517
Farrukh Anwaar,"Dubai, United Arab Emirates",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/fanwaar,25.2277355,55.1749996
Farrukh Khalid,"Karachi, Pakistan",Serverless Builder since 2023,https://www.linkedin.com/in/farrukhkhalid/,24.8546842,67.0207055
Faruk Ada,"The Hague, Netherlands",Serverless Builder since 2022,https://www.linkedin.com/in/faruk-ada-52454a43/,52.0749456,4.2696802
Farzana Rahman Juthi,"Dhaka, Bangladesh",Serverless Builder since 2022,https://www.linkedin.com/in/farzana-rahman-juthi-85aa9a25/,23.8202931,90.3710408
Fatih Es,"Bursa, Turkey",Front-End Web & Mobile Builder since 2021,https://fatihes1.github.io/,39.9895878,28.8944669
Fawaz C P,India,Storage Builder since 2023,https://www.linkedin.com/in/fawaz-c-p-5618b1183,22.3511148,78.6677428
Fayas Akram,"Colombo, Sri Lanka",Cloud Operations Builder since 2022,https://medium.com/@fayas_akram,6.9388614,79.8542005
Felipe Campos,"São Paulo, Brazil",Dev Tools Builder since 2021,https://kiko.sh,-23.5506507,-46.6333824
Felipe Costa,"Dallas, USA",Security Builder since 2022,https://linktr.ee/devsecguy,32.7762719,-96.7968559
Felipe Curty,Brazil,Dev Tools Builder since 2022,https://felipecrp.github.io,-10.3333333,-53.2
Felipe Malaquias,"Berlin, Germany",Serverless Builder since 2024,https://www.linkedin.com/in/fmalaquias/,52.510885,13.3989367
Felipe Oliveira,"New York, USA",Networking & Content Delivery Builder since 2021,https://www.ality.com.br,40.7269813,-73.7093369
Felix Gutierrez,"Montevideo, Uruguay",Data Builder since 2022,https://gitconnected.com/fvgm-spec,-34.9052121,-56.2114261
Felix Marasigan,Philippines,Security Builder since 2020,https://iamfelix,12.7503486,122.7312101
Felix Mulei,"Nairobi, Kenya",Data Builder since 2024,https://www.linkedin.com/in/felixmulei/,-1.3026148,36.828842
Fernando Cardoso,"Dallas, USA",Security Builder since 2022,https://linktr.ee/fernandostc,32.7762719,-96.7968559
Fernando Catacora,Venezuela,Data Builder since 2021,https://www.redcontable.com,8.0018709,-66.1109318
Fernando Paz,Ecuador,Serverless Builder since 2021,https://fernandopaz.com,-1.3397668,-79.3666965
Fernando Pena,Brazil,Front-End Web & Mobile Builder since 2021,https://www.pena.rocks/,-10.3333333,-53.2
Filip Pýrek,"Brno, Czech Republic",Serverless Builder since 2021,https://filip.pyrek.cz,49.1922443,16.6113382
Filipe Almeida,"Belo Horizonte, Brazil",Serverless Builder since 2021,https://www.filipealmeida.pro/,-19.9227318,-43.9450948
Florian Clanet,France,Containers Builder since 2021,https://www.linkedin.com/in/florianclanet/,46.603354,1.8883335
Florian Fuchs,"Munich, Germany",Serverless Builder since 2024,https://flofuchs.com/,48.1371079,11.5753822
Flávio Pimenta,"Valinhos, Brazil",Network Content & Delivery Builder since 2020,https://pimenta.dev,-22.97056,-46.99583
Franchesco Romero,"Guadalajara, Mexico",Containers Builder since 2022,https://www.linkedin.com/in/elchesco/,20.6720375,-103.338396
Francisco Bueno,México,Cloud Operations Builder since 2022,https://www.linkedin.com/in/franciscobueno/,23.6585116,-102.0077097
Francisco Mesquita,"São Paulo, Brazil",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/francisco-mesquita,-23.5506507,-46.6333824
Francisco Souza,"Lisbon, Portugal",Containers Builder since 2024,https://www.linkedin.com/in/franciscojblsouza/,38.7077507,-9.1365919
Franck Awounang Nekdem,Cameroon,Machine Learning Builder since 2022,https://www.linkedin.com/in/franck-awounang-nekdem,4.6125522,13.1535811
Frank Idugboe,"Lagos, Nigeria",Cloud Operations Builder since 2022,https://www.linkedin.com/in/frank-idugboe-91b1b999,6.4550575,3.3941795
Frank Pimienta,Spain,Cloud Operations Builder since 2022,https://www.linkedin.com/in/frank-pepper,39.3260685,-4.8379791
Franklyne Oluoch,"Nairobi, Kenya",Security Builder since 2022,https://www.linkedin.com/in/franklyne-omondi-30362b138,-1.3026148,36.828842
Franky Chen,"Taipei, Taiwan",Dev Tools Builder since 2024,https://www.linkedin.com/in/frankychenn/,25.0375198,121.5636796
Frantz Kati,"Lagos, Nigeria",Dev Tools Builder since 2023,https://katifrantz.com,6.4550575,3.3941795
Frédéric Barthelet,"Paris, France",Serverless Builder since 2020,https://github.com/fredericbarthelet,48.8534951,2.3483915
Fábio Falcão,"João Pessoa, Brazil",Machine Learning Builder since 2022,https://www.linkedin.com/in/f%C3%A1bio-falc%C3%A3o-6994a616/,-7.1215981,-34.882028
Fábio Oliveira,"Rio de Janeiro, Brazil",Data Builder since 2022,https://www.linkedin.com/in/dba-fabiooliveira,-22.9110137,-43.2093727
Gabriel Alves,"Porto, Portugal",Network Content & Delivery Builder since 2022,https://www.linkedin.com/in/gabrielflorencioalves/,41.1494512,-8.6107884
Gabriel Koo,"Hong Kong, Hong Kong",Security Builder since 2022,https://www.linkedin.com/in/gabrielkoo/,22.2793278,114.1628131
Gabriel Santos,"Curitiba, Brazil",Security Builder since 2023,https://medium.com/@gabriel.fist,-25.4295963,-49.2712724
Gabriel Taiwo Olaleye,"London, United Kingdom",Cloud Operations Builder since 2022,https://cloudpreneur.co.uk/,51.4893335,-0.1440551
Gabriela Menocal,"Ottawa, Canada",Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/gmenocalcover02/,45.4208777,-75.6901106
Ganapathy Subramanian Natarajan,"Chennai, India",Data Builder since 2021,https://www.linkedin.com/in/ganapathy-subramanian-natarajan/,13.0836939,80.270186
Ganesh Boggarapu,"Mumbai, India",Containers Builder since 2022,https://www.linkedin.com/in/ganesh-boggarapu/,19.054999,72.8692035
Ganesh Swaminathan,United Kingdom,Cloud Operations Builder since 2020,https://twitter.com/vattybear,54.7023545,-3.2765753
Gant Laborde,"New Orleans, USA",Front-End Web & Mobile Builder since 2020,https://gantlaborde.com/,29.9759983,-90.0782127
Gargee Bhatnagar,India,Storage Builder since 2021,https://www.linkedin.com/in/gargee-bhatnagar-6b7223114,22.3511148,78.6677428
Garvit Kulshrestha,India,Security Builder since 2024,https://www.linkedin.com/in/garvit-kulshrestha/,22.3511148,78.6677428
Gary Sassano,Italy,Dev Tools Builder since 2024,No URL,42.6384261,12.674297
Gaurav Gupta,"Bengaluru, India",Storage Builder since 2021,https://kumargaurav1247.medium.com/,12.9881567,77.6226
Gaurav H Kankaria,"Chennai, India",Machine Learning Builder since 2023,https://www.linkedin.com/in/gaurav-kankaria,13.0836939,80.270186
Gaurav Raje,"New York, USA",Data Builder since 2023,https://mba.finance,40.7269813,-73.7093369
Gaurav Rattan,"Chandigarh, India",Containers Builder since 2023,https://www.linkedin.com/in/gaurav-rattan-b6316b204/,30.7334421,76.7797143
Gaurav Sharma,"Jaipur, India",Cloud Operations Builder since 2023,https://www.youtube.com/gouravsharma,26.9154576,75.8189817
Gaurav Thalpati,"Pune, India",Data Builder since 2023,https://www.linkedin.com/in/gauravthalpati/,18.5213738,73.8545071
Gaurav Tredia,"Dimona, Israel",Cloud Operations Builder since 2024,https://linkedin.com/in/gaurav-tredia,31.0686612,35.0366482
Gauri Shirkande,"Pune, India",Containers Builder since 2023,https://www.linkedin.com/in/gauri-shirkande/,18.5213738,73.8545071
Gbemisola Esho,Nigeria,Security Builder since 2022,https://dev.to/aws-builders/go-build-in-the-cloud-pt2-jc2,9.6000359,7.9999721
Gbenga Ajakaye,"Washington D.C., USA",Containers Builder since 2022,https://www.linkedin.com/in/gajak18/,38.8950368,-77.0365427
Geethika Guruge,"Auckland, New Zealand",Serverless Builder since 2023,https://www.linkedin.com/in/geethika-guruge/,-36.852095,174.7631803
Gema Landaverde (blackgem),"Mexico City, Mexico",Security Builder since 2023,https://www.theblackgem.net/,19.3207722,-99.1514678
Gentaro Kadonaka,"Yokohama, Japan",Cloud Operations Builder since 2023,https://twitter.com/kado__gen,35.4503381,139.6343802
Geoff Loh,"Auckland, New Zealand",Cloud Operations Builder since 2024,https://medium.com/@geoff1337,-36.852095,174.7631803
Geoffrey Wiseman,"Toronto, Canada",Containers Builder since 2020,https://www.codiform.com,43.6534817,-79.3839347
George Davis,"Kelowna, Canada",Serverless Builder since 2022,https://www.linkedin.com/in/georgedavisc/,49.8879177,-119.495902
George Michaelides,USA,Security Builder since 2022,https://www.gmichael.com,39.7837304,-100.445882
George Offley,"Boston, USA",Serverless Builder since 2020,https://georgeoffley.com/,42.3554334,-71.060511
George Palangattil Koshy,"Brno, Czech Republic",Cloud Operations Builder since 2024,https://www.linkedin.com/in/george-palangattil/,49.1922443,16.6113382
Georgios Goniotakis,"Valletta, Malta",Containers Builder since 2022,https://www.linkedin.com/in/georgiosgoniotakis,35.8989979,14.5136607
Gerald Bachlmayr,"Sydney, Australia",Security Builder since 2023,https://www.linkedin.com/in/bachlmayr/,-33.8698439,151.2082848
Gerald Stewart,"Belfast, Ireland",Dev Tools Builder since 2021,https://twitter.com/_gerald20,54.5975804,-5.9277097
Gerardo Arroyo,"San José, Costa Rica",Serverless Builder since 2021,https://gerardo.dev,9.9325427,-84.0795782
Gerardo Castro Arica,"Callao, Peru",Security Builder since 2020,https://gerardokaztro.com,-12.0864633,-77.2234463
Gerardo Lopez,Costa Rica,Containers Builder since 2022,https://github.com/gelopfalcon,10.2735633,-84.0739102
Gerardo Moreno Ramirez,"Mexicali, Mexico",Machine Learning Builder since 2024,https://linktr.ee/gerardo_moreno,32.6405247,-115.474899
